date,state,positive
20200612,NM,9526
20200612,NV,10676
20200612,NY,381714
20200612,OH,40424
20200612,OK,7848
20200612,OR,5377
20200612,PA,77999
20200612,PR,5536
20200612,RI,16023
20200612,SC,17170
20200612,SD,5742
20200612,TN,29126
20200612,TX,83680
20200612,UT,13577
20200612,VA,53211
20200612,VI,72
20200612,VT,1119
20200612,WA,27155
20200612,WI,24795
20200612,WV,2233
20200612,WY,1027
20200611,AK,611
20200611,AL,22845
20200611,AR,10816
20200611,AS,0
20200611,AZ,31264
20200611,CA,139281
20200611,CO,28499
20200611,CT,44461
20200611,DC,9589
20200611,DE,10106
20200611,FL,69069
20200611,GA,54973
20200611,GU,183
20200611,HI,685
20200611,IA,22938
20200611,ID,3260
20200611,IL,131327
20200611,IN,38748
20200611,KS,10812
20200611,KY,11945
20200611,LA,44472
20200611,MA,104667
20200611,MD,60197
20200611,ME,2667
20200611,MI,65449
20200611,MN,30418
20200611,MO,15390
20200611,MP,30
20200611,MS,18483
20200611,MT,563
20200611,NC,39481
20200611,ND,2978
20200611,NE,16025
20200611,NH,5178
20200611,NJ,165816
20200611,NM,9250
20200611,NV,10399
20200611,NY,380892
20200611,OH,40004
20200611,OK,7626
20200611,OR,5237
20200611,PA,77933
20200611,PR,5352
20200611,RI,15942
20200611,SC,16441
20200611,SD,5665
20200611,TN,28538
20200611,TX,81583
20200611,UT,13252
20200611,VA,52647
20200611,VI,72
20200611,VT,1110
20200611,WA,26767
20200611,WI,24441
20200611,WV,2212
20200611,WY,1009
20200610,AK,593
20200610,AL,21989
20200610,AR,10368
20200610,AS,0
20200610,AZ,29852
20200610,CA,136191
20200610,CO,28347
20200610,CT,44347
20200610,DC,9537
20200610,DE,10056
20200610,FL,67371
20200610,GA,53980
20200610,GU,182
20200610,HI,682
20200610,IA,22551
20200610,ID,3220
20200610,IL,130561
20200610,IN,38337
20200610,KS,10812
20200610,KY,11883
20200610,LA,44030
20200610,MA,104156
20200610,MD,59465
20200610,ME,2637
20200610,MI,65182
20200610,MN,30199
20200610,MO,15187
20200610,MP,30
20200610,MS,18483
20200610,MT,561
20200610,NC,38171
20200610,ND,2940
20200610,NE,15883
20200610,NH,5132
20200610,NJ,165346
20200610,NM,9105
20200610,NV,10164
20200610,NY,380156
20200610,OH,39575
20200610,OK,7480
20200610,OR,5060
20200610,PA,77466
20200610,PR,5329
20200610,RI,15855
20200610,SC,15759
20200610,SD,5604
20200610,TN,28061
20200610,TX,79757
20200610,UT,12864
20200610,VA,52177
20200610,VI,72
20200610,VT,1095
20200610,WA,26367
20200610,WI,24070
20200610,WV,2188
20200610,WY,980
20200609,AK,573
20200609,AL,21422
20200609,AR,10080
20200609,AS,0
20200609,AZ,28296
20200609,CA,133489
20200609,CO,28183
20200609,CT,44179
20200609,DC,9474
20200609,DE,10020
20200609,FL,66000
20200609,GA,53249
20200609,GU,180
20200609,HI,676
20200609,IA,22236
20200609,ID,3189
20200609,IL,129936
20200609,IN,38033
20200609,KS,10650
20200609,KY,11708
20200609,LA,43612
20200609,MA,103889
20200609,MD,58904
20200609,ME,2606
20200609,MI,65167
20200609,MN,29866
20200609,MO,14913
20200609,MP,30
20200609,MS,17768
20200609,MT,554
20200609,NC,37160
20200609,ND,2900
20200609,NE,15752
20200609,NH,5079
20200609,NJ,164796
20200609,NM,9062
20200609,NV,10030
20200609,NY,379482
20200609,OH,39162
20200609,OK,7363
20200609,OR,4988
20200609,PA,77056
20200609,PR,5185
20200609,RI,15751
20200609,SC,15228
20200609,SD,5523
20200609,TN,27575
20200609,TX,77253
20200609,UT,12559
20200609,VA,51738
20200609,VI,71
20200609,VT,1084
20200609,WA,25999
20200609,WI,23734
20200609,WV,2169
20200609,WY,970
20200608,AK,563
20200608,AL,20925
20200608,AR,9740
20200608,AS,0
20200608,AZ,27678
20200608,CA,131319
20200608,CO,28001
20200608,CT,44092
20200608,DC,9389
20200608,DE,9972
20200608,FL,64904
20200608,GA,52497
20200608,GU,179
20200608,HI,675
20200608,IA,21987
20200608,ID,3139
20200608,IL,129139
20200608,IN,37623
20200608,KS,10650
20200608,KY,11476
20200608,LA,43050
20200608,MA,103626
20200608,MD,58404
20200608,ME,2588
20200608,MI,65104
20200608,MN,29436
20200608,MO,14734
20200608,MP,28
20200608,MS,17768
20200608,MT,548
20200608,NC,36484
20200608,ND,2878
20200608,NE,15634
20200608,NH,5043
20200608,NJ,164497
20200608,NM,8940
20200608,NV,9786
20200608,NY,378799
20200608,OH,38837
20200608,OK,7205
20200608,OR,4922
20200608,PA,76563
20200608,PR,5046
20200608,RI,15683
20200608,SC,14800
20200608,SD,5471
20200608,TN,26944
20200608,TX,75616
20200608,UT,12322
20200608,VA,51251
20200608,VI,71
20200608,VT,1075
20200608,WA,25591
20200608,WI,23434
20200608,WV,2153
20200608,WY,960
20200607,AK,544
20200607,AL,20500
20200607,AR,9426
20200607,AS,0
20200607,AZ,26889
20200607,CA,128812
20200607,CO,27848
20200607,CT,43968
20200607,DC,9332
20200607,DE,9942
20200607,FL,63938
20200607,GA,51898
20200607,GU,179
20200607,HI,673
20200607,IA,21667
20200607,ID,3139
20200607,IL,127757
20200607,IN,37397
20200607,KS,10393
20200607,KY,11287
20200607,LA,42816
20200607,MA,103436
20200607,MD,57973
20200607,ME,2570
20200607,MI,64969
20200607,MN,28988
20200607,MO,14553
20200607,MP,27
20200607,MS,17270
20200607,MT,545
20200607,NC,35546
20200607,ND,2859
20200607,NE,15543
20200607,NH,5019
20200607,NJ,164164
20200607,NM,8800
20200607,NV,9649
20200607,NY,378097
20200607,OH,38476
20200607,OK,7150
20200607,OR,4808
20200607,PA,76212
20200607,PR,4985
20200607,RI,15638
20200607,SC,14286
20200607,SD,5438
20200607,TN,26381
20200607,TX,74978
20200607,UT,12066
20200607,VA,50681
20200607,VI,71
20200607,VT,1063
20200607,WA,25081
20200607,WI,23212
20200607,WV,2144
20200607,WY,947
20200606,AK,536
20200606,AL,20043
20200606,AR,9101
20200606,AS,0
20200606,AZ,25451
20200606,CA,126016
20200606,CO,27615
20200606,CT,43818
20200606,DC,9269
20200606,DE,9845
20200606,FL,62758
20200606,GA,51309
20200606,GU,179
20200606,HI,664
20200606,IA,21478
20200606,ID,3111
20200606,IL,126890
20200606,IN,36997
20200606,KS,10393
20200606,KY,11287
20200606,LA,42486
20200606,MA,103132
20200606,MD,57482
20200606,ME,2524
20200606,MI,64914
20200606,MN,28853
20200606,MO,14442
20200606,MP,26
20200606,MS,16769
20200606,MT,540
20200606,NC,34625
20200606,ND,2815
20200606,NE,15379
20200606,NH,5019
20200606,NJ,163893
20200606,NM,8672
20200606,NV,9460
20200606,NY,377316
20200606,OH,38111
20200606,OK,7003
20200606,OR,4662
20200606,PA,75706
20200606,PR,4915
20200606,RI,15589
20200606,SC,13916
20200606,SD,5367
20200606,TN,26071
20200606,TX,73553
20200606,UT,11798
20200606,VA,49397
20200606,VI,71
20200606,VT,1046
20200606,WA,24971
20200606,WI,22937
20200606,WV,2131
20200606,WY,939
20200605,AK,524
20200605,AL,19387
20200605,AR,8651
20200605,AS,0
20200605,AZ,24332
20200605,CA,122901
20200605,CO,27360
20200605,CT,43460
20200605,DC,9199
20200605,DE,9773
20200605,FL,61488
20200605,GA,50621
20200605,GU,179
20200605,HI,655
20200605,IA,21152
20200605,ID,3054
20200605,IL,125915
20200605,IN,36578
20200605,KS,10393
20200605,KY,10977
20200605,LA,41989
20200605,MA,102557
20200605,MD,56770
20200605,ME,2482
20200605,MI,64821
20200605,MN,28688
20200605,MO,14253
20200605,MP,26
20200605,MS,16759
20200605,MT,541
20200605,NC,33255
20200605,ND,2744
20200605,NE,15117
20200605,NH,4876
20200605,NJ,163336
20200605,NM,8353
20200605,NV,9266
20200605,NY,376208
20200605,OH,37758
20200605,OK,6907
20200605,OR,4570
20200605,PA,75005
20200605,PR,4620
20200605,RI,15521
20200605,SC,13453
20200605,SD,5277
20200605,TN,25520
20200605,TX,71613
20200605,UT,11252
20200605,VA,48532
20200605,VI,71
20200605,VT,1027
20200605,WA,24809
20200605,WI,22599
20200605,WV,2119
20200605,WY,933
20200604,AK,513
20200604,AL,19072
20200604,AR,8067
20200604,AS,0
20200604,AZ,22753
20200604,CA,119807
20200604,CO,27060
20200604,CT,43239
20200604,DC,9120
20200604,DE,9746
20200604,FL,60183
20200604,GA,49847
20200604,GU,179
20200604,HI,653
20200604,IA,20805
20200604,ID,2990
20200604,IL,124759
20200604,IN,36096
20200604,KS,10170
20200604,KY,10705
20200604,LA,41562
20200604,MA,102063
20200604,MD,55858
20200604,ME,2446
20200604,MI,64616
20200604,MN,28290
20200604,MO,14057
20200604,MP,26
20200604,MS,16560
20200604,MT,539
20200604,NC,31966
20200604,ND,2704
20200604,NE,14866
20200604,NH,4795
20200604,NJ,162530
20200604,NM,8140
20200604,NV,9090
20200604,NY,375133
20200604,OH,37282
20200604,OK,6907
20200604,OR,4474
20200604,PA,74560
20200604,PR,4508
20200604,RI,15416
20200604,SC,13005
20200604,SD,5247
20200604,TN,25120
20200604,TX,69920
20200604,UT,10813
20200604,VA,47856
20200604,VI,71
20200604,VT,1026
20200604,WA,24416
20200604,WI,22193
20200604,WV,2092
20200604,WY,915
20200603,AK,505
20200603,AL,18851
20200603,AR,8067
20200603,AS,0
20200603,AZ,22233
20200603,CA,117687
20200603,CO,26788
20200603,CT,43091
20200603,DC,9016
20200603,DE,9712
20200603,FL,58764
20200603,GA,48894
20200603,GU,178
20200603,HI,653
20200603,IA,20055
20200603,ID,2933
20200603,IL,123830
20200603,IN,35712
20200603,KS,10170
20200603,KY,10410
20200603,LA,41133
20200603,MA,101592
20200603,MD,54982
20200603,ME,2418
20200603,MI,64382
20200603,MN,27889
20200603,MO,13767
20200603,MP,23
20200603,MS,16322
20200603,MT,525
20200603,NC,30777
20200603,ND,2678
20200603,NE,14611
20200603,NH,4749
20200603,NJ,162068
20200603,NM,8024
20200603,NV,8931
20200603,NY,374085
20200603,OH,36792
20200603,OK,6805
20200603,OR,4399
20200603,PA,74022
20200603,PR,4023
20200603,RI,15299
20200603,SC,12651
20200603,SD,5162
20200603,TN,24822
20200603,TX,68271
20200603,UT,10497
20200603,VA,46905
20200603,VI,70
20200603,VT,990
20200603,WA,24086
20200603,WI,21661
20200603,WV,2071
20200603,WY,915
20200602,AK,487
20200602,AL,18642
20200602,AR,7443
20200602,AS,0
20200602,AZ,21250
20200602,CA,115310
20200602,CO,26577
20200602,CT,42979
20200602,DC,8886
20200602,DE,9685
20200602,FL,57447
20200602,GA,48207
20200602,GU,177
20200602,HI,652
20200602,IA,20016
20200602,ID,2906
20200602,IL,122848
20200602,IN,35237
20200602,KS,10011
20200602,KY,10185
20200602,LA,40746
20200602,MA,101163
20200602,MD,54175
20200602,ME,2377
20200602,MI,64103
20200602,MN,27376
20200602,MO,13575
20200602,MP,23
20200602,MS,16020
20200602,MT,523
20200602,NC,29889
20200602,ND,2645
20200602,NE,14345
20200602,NH,4685
20200602,NJ,161545
20200602,NM,7800
20200602,NV,8830
20200602,NY,373040
20200602,OH,36350
20200602,OK,6692
20200602,OR,4335
20200602,PA,73510
20200602,PR,3935
20200602,RI,15194
20200602,SC,12415
20200602,SD,5067
20200602,TN,24375
20200602,TX,66568
20200602,UT,10202
20200602,VA,46239
20200602,VI,70
20200602,VT,988
20200602,WA,23703
20200602,WI,21155
20200602,WV,2041
20200602,WY,910
20200601,AK,467
20200601,AL,18363
20200601,AR,7443
20200601,AS,0
20200601,AZ,20123
20200601,CA,113006
20200601,CO,26378
20200601,CT,42740
20200601,DC,8857
20200601,DE,9605
20200601,FL,56830
20200601,GA,47618
20200601,GU,175
20200601,HI,652
20200601,IA,19697
20200601,ID,2839
20200601,IL,121234
20200601,IN,34830
20200601,KS,10011
20200601,KY,10046
20200601,LA,40341
20200601,MA,100805
20200601,MD,53327
20200601,ME,2349
20200601,MI,63813
20200601,MN,26897
20200601,MO,13327
20200601,MP,22
20200601,MS,15752
20200601,MT,519
20200601,NC,29263
20200601,ND,2623
20200601,NE,14101
20200601,NH,4651
20200601,NJ,160918
20200601,NM,7689
20200601,NV,8688
20200601,NY,371711
20200601,OH,35984
20200601,OK,6573
20200601,OR,4302
20200601,PA,72898
20200601,PR,3873
20200601,RI,15087
20200601,SC,12148
20200601,SD,5034
20200601,TN,23554
20200601,TX,64880
20200601,UT,9999
20200601,VA,45398
20200601,VI,70
20200601,VT,983
20200601,WA,23288
20200601,WI,20736
20200601,WV,2017
20200601,WY,910
20200531,AK,434
20200531,AL,17903
20200531,AR,7253
20200531,AS,0
20200531,AZ,19936
20200531,CA,110583
20200531,CO,26098
20200531,CT,42201
20200531,DC,8801
20200531,DE,9498
20200531,FL,56163
20200531,GA,46986
20200531,GU,173
20200531,HI,651
20200531,IA,19552
20200531,ID,2839
20200531,IL,120260
20200531,IN,34574
20200531,KS,9719
20200531,KY,9704
20200531,LA,39916
20200531,MA,96965
20200531,MD,52778
20200531,ME,2325
20200531,MI,63568
20200531,MN,26322
20200531,MO,13147
20200531,MP,22
20200531,MS,15501
20200531,MT,515
20200531,NC,28589
20200531,ND,2576
20200531,NE,13905
20200531,NH,4545
20200531,NJ,160445
20200531,NM,7624
20200531,NV,8593
20200531,NY,370770
20200531,OH,35513
20200531,OK,6506
20200531,OR,4243
20200531,PA,72546
20200531,PR,3776
20200531,RI,14988
20200531,SC,11861
20200531,SD,4993
20200531,TN,23006
20200531,TX,64287
20200531,UT,9797
20200531,VA,44607
20200531,VI,69
20200531,VT,981
20200531,WA,22878
20200531,WI,20564
20200531,WV,2010
20200531,WY,903
20200530,AK,434
20200530,AL,17359
20200530,AR,7013
20200530,AS,0
20200530,AZ,19255
20200530,CA,106878
20200530,CO,25613
20200530,CT,42022
20200530,DC,8717
20200530,DE,9422
20200530,FL,55424
20200530,GA,46286
20200530,GU,173
20200530,HI,649
20200530,IA,19244
20200530,ID,2803
20200530,IL,118917
20200530,IN,34211
20200530,KS,9719
20200530,KY,9464
20200530,LA,39577
20200530,MA,96301
20200530,MD,52015
20200530,ME,2282
20200530,MI,63321
20200530,MN,26181
20200530,MO,12962
20200530,MP,22
20200530,MS,15229
20200530,MT,505
20200530,NC,27673
20200530,ND,2553
20200530,NE,13654
20200530,NH,4492
20200530,NJ,159608
20200530,NM,7493
20200530,NV,8495
20200530,NY,369660
20200530,OH,35034
20200530,OK,6418
20200530,OR,4185
20200530,PA,72031
20200530,PR,3718
20200530,RI,14912
20200530,SC,11394
20200530,SD,4960
20200530,TN,22566
20200530,TX,62338
20200530,UT,9533
20200530,VA,43611
20200530,VI,69
20200530,VT,977
20200530,WA,22778
20200530,WI,20382
20200530,WV,1974
20200530,WY,898
20200529,AK,430
20200529,AL,16823
20200529,AR,6538
20200529,AS,0
20200529,AZ,18465
20200529,CA,103886
20200529,CO,25121
20200529,CT,41762
20200529,DC,8538
20200529,DE,9236
20200529,FL,54497
20200529,GA,45670
20200529,GU,172
20200529,HI,647
20200529,IA,18926
20200529,ID,2769
20200529,IL,117455
20200529,IN,33558
20200529,KS,9719
20200529,KY,9184
20200529,LA,38802
20200529,MA,95512
20200529,MD,50988
20200529,ME,2226
20200529,MI,63116
20200529,MN,26013
20200529,MO,12795
20200529,MP,22
20200529,MS,14790
20200529,MT,493
20200529,NC,26488
20200529,ND,2519
20200529,NE,13261
20200529,NH,4386
20200529,NJ,158844
20200529,NM,7364
20200529,NV,8350
20200529,NY,368284
20200529,OH,34566
20200529,OK,6338
20200529,OR,4131
20200529,PA,71339
20200529,PR,3647
20200529,RI,14808
20200529,SC,11131
20200529,SD,4866
20200529,TN,22085
20200529,TX,61006
20200529,UT,9264
20200529,VA,42533
20200529,VI,69
20200529,VT,975
20200529,WA,22630
20200529,WI,19843
20200529,WV,1951
20200529,WY,891
20200528,AK,425
20200528,AL,16310
20200528,AR,6538
20200528,AS,0
20200528,AZ,17763
20200528,CA,101697
20200528,CO,24767
20200528,CT,41559
20200528,DC,8492
20200528,DE,9171
20200528,FL,53285
20200528,GA,45070
20200528,GU,172
20200528,HI,644
20200528,IA,18573
20200528,ID,2731
20200528,IL,115833
20200528,IN,33068
20200528,KS,9337
20200528,KY,9077
20200528,LA,38802
20200528,MA,94895
20200528,MD,49709
20200528,ME,2189
20200528,MI,62797
20200528,MN,25559
20200528,MO,12673
20200528,MP,22
20200528,MS,14372
20200528,MT,485
20200528,NC,25412
20200528,ND,2479
20200528,NE,12976
20200528,NH,4286
20200528,NJ,157815
20200528,NM,7252
20200528,NV,8208
20200528,NY,366733
20200528,OH,33915
20200528,OK,6270
20200528,OR,4086
20200528,PA,70042
20200528,PR,3486
20200528,RI,14630
20200528,SC,10788
20200528,SD,4793
20200528,TN,21679
20200528,TX,59776
20200528,UT,8921
20200528,VA,41401
20200528,VI,69
20200528,VT,974
20200528,WA,22285
20200528,WI,19077
20200528,WV,1906
20200528,WY,874
20200527,AK,412
20200527,AL,15843
20200527,AR,6277
20200527,AS,0
20200527,AZ,17262
20200527,CA,98980
20200527,CO,24565
20200527,CT,41288
20200527,DC,8406
20200527,DE,9096
20200527,FL,52634
20200527,GA,44421
20200527,GU,170
20200527,HI,643
20200527,IA,18360
20200527,ID,2699
20200527,IL,114306
20200527,IN,32437
20200527,KS,9337
20200527,KY,9077
20200527,LA,38497
20200527,MA,94220
20200527,MD,48423
20200527,ME,2137
20200527,MI,62461
20200527,MN,24988
20200527,MO,12492
20200527,MP,22
20200527,MS,14044
20200527,MT,481
20200527,NC,24628
20200527,ND,2438
20200527,NE,12619
20200527,NH,4231
20200527,NJ,156628
20200527,NM,7130
20200527,NV,8113
20200527,NY,364965
20200527,OH,33439
20200527,OK,6229
20200527,OR,4038
20200527,PA,69417
20200527,PR,3397
20200527,RI,14498
20200527,SC,10623
20200527,SD,4710
20200527,TN,21306
20200527,TX,57921
20200527,UT,8706
20200527,VA,40249
20200527,VI,69
20200527,VT,971
20200527,WA,21985
20200527,WI,18513
20200527,WV,1867
20200527,WY,850
20200526,AK,411
20200526,AL,15396
20200526,AR,6180
20200526,AS,0
20200526,AZ,16783
20200526,CA,96733
20200526,CO,24269
20200526,CT,41303
20200526,DC,8334
20200526,DE,9066
20200526,FL,52255
20200526,GA,43730
20200526,GU,169
20200526,HI,643
20200526,IA,17703
20200526,ID,2626
20200526,IL,113195
20200526,IN,32078
20200526,KS,9218
20200526,KY,8571
20200526,LA,38054
20200526,MA,93693
20200526,MD,47687
20200526,ME,2109
20200526,MI,62075
20200526,MN,24308
20200526,MO,12291
20200526,MP,22
20200526,MS,13731
20200526,MT,479
20200526,NC,24140
20200526,ND,2421
20200526,NE,12355
20200526,NH,4197
20200526,NJ,155764
20200526,NM,7026
20200526,NV,7997
20200526,NY,363836
20200526,OH,33006
20200526,OK,6137
20200526,OR,3967
20200526,PA,68637
20200526,PR,3324
20200526,RI,14365
20200526,SC,10416
20200526,SD,4653
20200526,TN,20965
20200526,TX,56560
20200526,UT,8620
20200526,VA,39342
20200526,VI,69
20200526,VT,967
20200526,WA,21634
20200526,WI,17867
20200526,WV,1854
20200526,WY,850
20200525,AK,409
20200525,AL,14730
20200525,AR,6029
20200525,AS,0
20200525,AZ,16561
20200525,CA,94558
20200525,CO,24174
20200525,CT,40873
20200525,DC,8225
20200525,DE,8965
20200525,FL,51746
20200525,GA,43344
20200525,GU,166
20200525,HI,643
20200525,IA,17577
20200525,ID,2626
20200525,IL,112017
20200525,IN,31715
20200525,KS,9218
20200525,KY,8571
20200525,LA,37809
20200525,MA,93271
20200525,MD,47152
20200525,ME,2074
20200525,MI,61632
20200525,MN,23524
20200525,MO,12167
20200525,MP,22
20200525,MS,13458
20200525,MT,479
20200525,NC,23964
20200525,ND,2378
20200525,NE,12134
20200525,NH,4149
20200525,NJ,155092
20200525,NM,6943
20200525,NV,7879
20200525,NY,362764
20200525,OH,32477
20200525,OK,6090
20200525,OR,3949
20200525,PA,68186
20200525,PR,3260
20200525,RI,14211
20200525,SC,10178
20200525,SD,4586
20200525,TN,20607
20200525,TX,55971
20200525,UT,8521
20200525,VA,37727
20200525,VI,69
20200525,VT,962
20200525,WA,21236
20200525,WI,17571
20200525,WV,1774
20200525,WY,838
20200524,AK,408
20200524,AL,14327
20200524,AR,5922
20200524,AS,0
20200524,AZ,16339
20200524,CA,92710
20200524,CO,23964
20200524,CT,40468
20200524,DC,7966
20200524,DE,8809
20200524,FL,50867
20200524,GA,42838
20200524,GU,166
20200524,HI,643
20200524,IA,17252
20200524,ID,2626
20200524,IL,110304
20200524,IN,31376
20200524,KS,8958
20200524,KY,8571
20200524,LA,37169
20200524,MA,92675
20200524,MD,46313
20200524,ME,2055
20200524,MI,61457
20200524,MN,23121
20200524,MO,11988
20200524,MP,22
20200524,MS,13252
20200524,MT,479
20200524,NC,23222
20200524,ND,2338
20200524,NE,11989
20200524,NH,4089
20200524,NJ,154154
20200524,NM,6795
20200524,NV,7770
20200524,NY,361515
20200524,OH,31911
20200524,OK,6037
20200524,OR,3927
20200524,PA,67713
20200524,PR,3189
20200524,RI,14141
20200524,SC,10096
20200524,SD,4563
20200524,TN,20145
20200524,TX,55348
20200524,UT,8392
20200524,VA,36244
20200524,VI,69
20200524,VT,956
20200524,WA,21087
20200524,WI,17253
20200524,WV,1759
20200524,WY,813
20200523,AK,408
20200523,AL,13938
20200523,AR,5612
20200523,AS,0
20200523,AZ,16039
20200523,CA,90631
20200523,CO,23487
20200523,CT,40022
20200523,DC,7966
20200523,DE,8690
20200523,FL,50127
20200523,GA,42132
20200523,GU,165
20200523,HI,642
20200523,IA,16893
20200523,ID,2595
20200523,IL,107796
20200523,IN,30901
20200523,KS,8958
20200523,KY,8426
20200523,LA,37040
20200523,MA,91662
20200523,MD,45495
20200523,ME,2013
20200523,MI,61293
20200523,MN,22765
20200523,MO,11752
20200523,MP,22
20200523,MS,13005
20200523,MT,479
20200523,NC,22725
20200523,ND,2284
20200523,NE,11662
20200523,NH,4089
20200523,NJ,153104
20200523,NM,6625
20200523,NV,7696
20200523,NY,359926
20200523,OH,31408
20200523,OK,5960
20200523,OR,3888
20200523,PA,66983
20200523,PR,3100
20200523,RI,14057
20200523,SC,9895
20200523,SD,4468
20200523,TN,19789
20200523,TX,54509
20200523,UT,8260
20200523,VA,35749
20200523,VI,69
20200523,VT,954
20200523,WA,20986
20200523,WI,16843
20200523,WV,1717
20200523,WY,813
20200522,AK,404
20200522,AL,13563
20200522,AR,5612
20200522,AS,0
20200522,AZ,15608
20200522,CA,88444
20200522,CO,23191
20200522,CT,39640
20200522,DC,7893
20200522,DE,8529
20200522,FL,49451
20200522,GA,41218
20200522,GU,165
20200522,HI,647
20200522,IA,16504
20200522,ID,2534
20200522,IL,105444
20200522,IN,30409
20200522,KS,8958
20200522,KY,8286
20200522,LA,36925
20200522,MA,90889
20200522,MD,44424
20200522,ME,1948
20200522,MI,61075
20200522,MN,22374
20200522,MO,11558
20200522,MP,22
20200522,MS,12624
20200522,MT,479
20200522,NC,21618
20200522,ND,2235
20200522,NE,11425
20200522,NH,3935
20200522,NJ,152719
20200522,NM,6472
20200522,NV,7401
20200522,NY,358154
20200522,OH,30794
20200522,OK,5849
20200522,OR,3864
20200522,PA,66258
20200522,PR,3030
20200522,RI,13949
20200522,SC,9638
20200522,SD,4356
20200522,TN,19394
20200522,TX,53449
20200522,UT,8057
20200522,VA,34950
20200522,VI,69
20200522,VT,952
20200522,WA,20837
20200522,WI,16340
20200522,WV,1616
20200522,WY,803
20200521,AK,402
20200521,AL,13119
20200521,AR,5458
20200521,AS,0
20200521,AZ,15315
20200521,CA,86197
20200521,CO,22797
20200521,CT,39208
20200521,DC,7788
20200521,DE,8386
20200521,FL,48675
20200521,GA,40405
20200521,GU,165
20200521,HI,643
20200521,IA,16170
20200521,ID,2506
20200521,IL,102686
20200521,IN,29936
20200521,KS,8539
20200521,KY,8167
20200521,LA,36504
20200521,MA,90084
20200521,MD,43531
20200521,ME,1877
20200521,MI,60610
20200521,MN,21582
20200521,MO,11340
20200521,MP,22
20200521,MS,12222
20200521,MT,479
20200521,NC,20860
20200521,ND,2165
20200521,NE,11122
20200521,NH,3868
20200521,NJ,151472
20200521,NM,6317
20200521,NV,7255
20200521,NY,356458
20200521,OH,30167
20200521,OK,5680
20200521,OR,3817
20200521,PA,65392
20200521,PR,2913
20200521,RI,13748
20200521,SC,9175
20200521,SD,4250
20200521,TN,18961
20200521,TX,52268
20200521,UT,7874
20200521,VA,34137
20200521,VI,69
20200521,VT,950
20200521,WA,20524
20200521,WI,15792
20200521,WV,1593
20200521,WY,787
20200520,AK,402
20200520,AL,12744
20200520,AR,5003
20200520,AS,0
20200520,AZ,14897
20200520,CA,84057
20200520,CO,22482
20200520,CT,39017
20200520,DC,7551
20200520,DE,8194
20200520,FL,47471
20200520,GA,39647
20200520,GU,165
20200520,HI,641
20200520,IA,15614
20200520,ID,2476
20200520,IL,100418
20200520,IN,29274
20200520,KS,8539
20200520,KY,8069
20200520,LA,35316
20200520,MA,88970
20200520,MD,42323
20200520,ME,1819
20200520,MI,60151
20200520,MN,20609
20200520,MO,11232
20200520,MP,21
20200520,MS,11967
20200520,MT,478
20200520,NC,20122
20200520,ND,2070
20200520,NE,10846
20200520,NH,3721
20200520,NJ,150399
20200520,NM,6192
20200520,NV,7166
20200520,NY,354370
20200520,OH,29436
20200520,OK,5532
20200520,OR,3801
20200520,PA,63666
20200520,PR,2866
20200520,RI,13579
20200520,SC,9056
20200520,SD,4177
20200520,TN,18532
20200520,TX,51323
20200520,UT,7710
20200520,VA,32908
20200520,VI,69
20200520,VT,944
20200520,WA,20228
20200520,WI,15269
20200520,WV,1545
20200520,WY,787
20200519,AK,399
20200519,AL,12376
20200519,AR,4923
20200519,AS,0
20200519,AZ,14566
20200519,CA,81795
20200519,CO,22202
20200519,CT,38430
20200519,DC,7434
20200519,DE,8037
20200519,FL,46944
20200519,GA,38721
20200519,GU,154
20200519,HI,640
20200519,IA,15349
20200519,ID,2455
20200519,IL,98030
20200519,IN,28705
20200519,KS,8340
20200519,KY,8069
20200519,LA,35038
20200519,MA,87925
20200519,MD,41546
20200519,ME,1741
20200519,MI,59576
20200519,MN,19842
20200519,MO,11080
20200519,MP,21
20200519,MS,11704
20200519,MT,471
20200519,NC,19700
20200519,ND,1989
20200519,NE,10625
20200519,NH,3652
20200519,NJ,149013
20200519,NM,6096
20200519,NV,7046
20200519,NY,352845
20200519,OH,28952
20200519,OK,5489
20200519,OR,3726
20200519,PA,63666
20200519,PR,2805
20200519,RI,13392
20200519,SC,9056
20200519,SD,4085
20200519,TN,18378
20200519,TX,49912
20200519,UT,7518
20200519,VA,32145
20200519,VI,69
20200519,VT,944
20200519,WA,19960
20200519,WI,14692
20200519,WV,1509
20200519,WY,766
20200518,AK,399
20200518,AL,12086
20200518,AR,4813
20200518,AS,0
20200518,AZ,14170
20200518,CA,80430
20200518,CO,21938
20200518,CT,38116
20200518,DC,7270
20200518,DE,7869
20200518,FL,46442
20200518,GA,38081
20200518,GU,154
20200518,HI,640
20200518,IA,14955
20200518,ID,2419
20200518,IL,96485
20200518,IN,28255
20200518,KS,8340
20200518,KY,7688
20200518,LA,34709
20200518,MA,87052
20200518,MD,39762
20200518,ME,1713
20200518,MI,58812
20200518,MN,18987
20200518,MO,10945
20200518,MP,21
20200518,MS,11432
20200518,MT,470
20200518,NC,19023
20200518,ND,1929
20200518,NE,10348
20200518,NH,3596
20200518,NJ,148039
20200518,NM,5938
20200518,NV,6906
20200518,NY,351371
20200518,OH,28454
20200518,OK,5398
20200518,OR,3687
20200518,PA,63056
20200518,PR,2710
20200518,RI,13177
20200518,SC,8942
20200518,SD,4027
20200518,TN,18011
20200518,TX,48693
20200518,UT,7384
20200518,VA,31140
