date,state,positive
20200728,AL,82366
20200728,AR,40181
20200728,AS,0
20200728,AZ,165934
20200728,CA,466550
20200728,CO,44565
20200728,CT,49077
20200728,DC,11945
20200728,DE,14476
20200728,FL,441977
20200728,GA,175052
20200728,GU,349
20200728,HI,1711
20200728,IA,42777
20200728,ID,18694
20200728,IL,174973
20200728,IN,63678
20200728,KS,26172
20200728,KY,28126
20200728,LA,111038
20200728,MA,116182
20200728,MD,85524
20200728,ME,3838
20200728,MI,87958
20200728,MN,52281
20200728,MO,44823
20200728,MP,40
20200728,MS,54299
20200728,MT,3475
20200728,NC,116087
20200728,ND,6132
20200728,NE,24899
20200728,NH,6500
20200728,NJ,180295
20200728,NM,19502
20200728,NV,44936
20200728,NY,412878
20200728,OH,86497
20200728,OK,33775
20200728,OR,17416
20200728,PA,109384
20200728,PR,15840
20200728,RI,18725
20200728,SC,84109
20200728,SD,8492
20200728,TN,96489
20200728,TX,394265
20200728,UT,38855
20200728,VA,86994
20200728,VI,375
20200728,VT,1405
20200728,WA,57655
20200728,WI,54064
20200728,WV,6173
20200728,WY,2589
20200727,AK,3206
20200727,AL,81115
20200727,AR,39447
20200727,AS,0
20200727,AZ,163827
20200727,CA,460550
20200727,CO,44336
20200727,CT,48983
20200727,DC,11858
20200727,DE,14406
20200727,FL,432747
20200727,GA,170843
20200727,GU,346
20200727,HI,1683
20200727,IA,42554
20200727,ID,18177
20200727,IL,173897
20200727,IN,62907
20200727,KS,26172
20200727,KY,27601
20200727,LA,109917
20200727,MA,115926
20200727,MD,84876
20200727,ME,3832
20200727,MI,87173
20200727,MN,51803
20200727,MO,43050
20200727,MP,40
20200727,MS,52957
20200727,MT,3381
20200727,NC,114338
20200727,ND,5981
20200727,NE,24618
20200727,NH,6436
20200727,NJ,179812
20200727,NM,19042
20200727,NV,43831
20200727,NY,412344
20200727,OH,85177
20200727,OK,32686
20200727,OR,17088
20200727,PA,108264
20200727,PR,15431
20200727,RI,18515
20200727,SC,82417
20200727,SD,8444
20200727,TN,96489
20200727,TX,385923
20200727,UT,38409
20200727,VA,86072
20200727,VI,364
20200727,VT,1402
20200727,WA,56746
20200727,WI,53281
20200727,WV,6054
20200727,WY,2520
20200726,AK,3102
20200726,AL,79294
20200726,AR,38623
20200726,AS,0
20200726,AZ,162014
20200726,CA,453659
20200726,CO,43789
20200726,CT,48776
20200726,DC,11780
20200726,DE,14290
20200726,FL,423855
20200726,GA,167953
20200726,GU,337
20200726,HI,1620
20200726,IA,42200
20200726,ID,17827
20200726,IL,172666
20200726,IN,62372
20200726,KS,25109
20200726,KY,27079
20200726,LA,107574
20200726,MA,115637
20200726,MD,83748
20200726,ME,3814
20200726,MI,86661
20200726,MN,51153
20200726,MO,41927
20200726,MP,40
20200726,MS,52304
20200726,MT,3342
20200726,NC,112713
20200726,ND,5869
20200726,NE,24395
20200726,NH,6436
20200726,NJ,179363
20200726,NM,18788
20200726,NV,42834
20200726,NY,411736
20200726,OH,84073
20200726,OK,31285
20200726,OR,16758
20200726,PA,107425
20200726,PR,15143
20200726,RI,18224
20200726,SC,81199
20200726,SD,8395
20200726,TN,93936
20200726,TX,381656
20200726,UT,37973
20200726,VA,84567
20200726,VI,361
20200726,VT,1400
20200726,WA,55773
20200726,WI,52680
20200726,WV,5960
20200726,WY,2475
20200725,AK,2868
20200725,AL,78130
20200725,AR,37249
20200725,AS,0
20200725,AZ,160041
20200725,CA,445400
20200725,CO,42980
20200725,CT,48776
20200725,DC,11717
20200725,DE,14175
20200725,FL,414511
20200725,GA,165188
20200725,GU,337
20200725,HI,1549
20200725,IA,41671
20200725,ID,17264
20200725,IL,171125
20200725,IN,61520
20200725,KS,25109
20200725,KY,26764
20200725,LA,103734
20200725,MA,115268
20200725,MD,83054
20200725,ME,3790
20200725,MI,85072
20200725,MN,50291
20200725,MO,40709
20200725,MP,39
20200725,MS,51097
20200725,MT,3260
20200725,NC,111092
20200725,ND,5729
20200725,NE,24174
20200725,NH,6415
20200725,NJ,178858
20200725,NM,18475
20200725,NV,41816
20200725,NY,411200
20200725,OH,83184
20200725,OK,30081
20200725,OR,16492
20200725,PA,106625
20200725,PR,14540
20200725,RI,18224
20200725,SC,80008
20200725,SD,8305
20200725,TN,90796
20200725,TX,375846
20200725,UT,37623
20200725,VA,83609
20200725,VI,352
20200725,VT,1396
20200725,WA,55452
20200725,WI,51715
20200725,WV,5821
20200725,WY,2446
20200724,AK,2748
20200724,AL,76005
20200724,AR,37249
20200724,AS,0
20200724,AZ,156301
20200724,CA,435334
20200724,CO,42314
20200724,CT,48776
20200724,DC,11649
20200724,DE,14202
20200724,FL,402312
20200724,GA,161401
20200724,GU,337
20200724,HI,1490
20200724,IA,41271
20200724,ID,16736
20200724,IL,169699
20200724,IN,60598
20200724,KS,25109
20200724,KY,25931
20200724,LA,103734
20200724,MA,114985
20200724,MD,81766
20200724,ME,3757
20200724,MI,85072
20200724,MN,49488
20200724,MO,39352
20200724,MP,38
20200724,MS,49663
20200724,MT,3039
20200724,NC,108995
20200724,ND,5608
20200724,NE,23818
20200724,NH,6318
20200724,NJ,178345
20200724,NM,18163
20200724,NV,40885
20200724,NY,410450
20200724,OH,81746
20200724,OK,29116
20200724,OR,16104
20200724,PA,105571
20200724,PR,13967
20200724,RI,18224
20200724,SC,78607
20200724,SD,8200
20200724,TN,89078
20200724,TX,369826
20200724,UT,36962
20200724,VA,82364
20200724,VI,336
20200724,VT,1385
20200724,WA,54970
20200724,WI,50727
20200724,WV,5695
20200724,WY,2405
20200723,AK,2684
20200723,AL,74212
20200723,AR,36259
20200723,AS,0
20200723,AZ,152944
20200723,CA,425616
20200723,CO,41698
20200723,CT,48232
20200723,DC,11571
20200723,DE,13924
20200723,FL,389868
20200723,GA,156588
20200723,GU,332
20200723,HI,1435
20200723,IA,40634
20200723,ID,16322
20200723,IL,168100
20200723,IN,59602
20200723,KS,24104
20200723,KY,25147
20200723,LA,101650
20200723,MA,114647
20200723,MD,80836
20200723,ME,3737
20200723,MI,84431
20200723,MN,48721
20200723,MO,37700
20200723,MP,38
20200723,MS,48053
20200723,MT,2910
20200723,NC,106893
20200723,ND,5486
20200723,NE,23486
20200723,NH,6295
20200723,NJ,177887
20200723,NM,17828
20200723,NV,39919
20200723,NY,409697
20200723,OH,80186
20200723,OK,27969
20200723,OR,15713
20200723,PA,104358
20200723,PR,13473
20200723,RI,18148
20200723,SC,76606
20200723,SD,8143
20200723,TN,86987
20200723,TX,361125
20200723,UT,36099
20200723,VA,81237
20200723,VI,336
20200723,VT,1377
20200723,WA,54177
20200723,WI,49669
20200723,WV,5550
20200723,WY,2346
20200722,AK,2619
20200722,AL,71813
20200722,AR,35246
20200722,AS,0
20200722,AZ,150609
20200722,CA,413576
20200722,CO,41059
20200722,CT,48223
20200722,DC,11529
20200722,DE,13792
20200722,FL,379619
20200722,GA,152302
20200722,GU,330
20200722,HI,1418
20200722,IA,39793
20200722,ID,15822
20200722,IL,166476
20200722,IN,58673
20200722,KS,24104
20200722,KY,24540
20200722,LA,99354
20200722,MA,114320
20200722,MD,80172
20200722,ME,3723
20200722,MI,83730
20200722,MN,47961
20200722,MO,36063
20200722,MP,38
20200722,MS,47071
20200722,MT,2813
20200722,NC,105001
20200722,ND,5361
20200722,NE,23190
20200722,NH,6262
20200722,NJ,177645
20200722,NM,17517
20200722,NV,38657
20200722,NY,408886
20200722,OH,78742
20200722,OK,27301
20200722,OR,15393
20200722,PA,103396
20200722,PR,13038
20200722,RI,18062
20200722,SC,75042
20200722,SD,8077
20200722,TN,84417
20200722,TX,351618
20200722,UT,35578
20200722,VA,80393
20200722,VI,320
20200722,VT,1366
20200722,WA,53306
20200722,WI,48583
20200722,WV,5206
20200722,WY,2288
20200721,AK,2525
20200721,AL,70358
20200721,AR,34655
20200721,AS,0
20200721,AZ,148683
20200721,CA,400769
20200721,CO,40566
20200721,CT,48096
20200721,DC,11427
20200721,DE,13746
20200721,FL,369834
20200721,GA,148988
20200721,GU,327
20200721,HI,1393
20200721,IA,39474
20200721,ID,15266
20200721,IL,164878
20200721,IN,57916
20200721,KS,23334
20200721,KY,24060
20200721,LA,96583
20200721,MA,114033
20200721,MD,79545
20200721,ME,3723
20200721,MI,83059
20200721,MN,47457
20200721,MO,34762
20200721,MP,38
20200721,MS,45524
20200721,MT,2712
20200721,NC,102861
20200721,ND,5202
20200721,NE,22847
20200721,NH,6249
20200721,NJ,177256
20200721,NM,17215
20200721,NV,37528
20200721,NY,408181
20200721,OH,77215
20200721,OK,26326
20200721,OR,15139
20200721,PA,102765
20200721,PR,12940
20200721,RI,17986
20200721,SC,73337
20200721,SD,8019
20200721,TN,81944
20200721,TX,341739
20200721,UT,35012
20200721,VA,79371
20200721,VI,308
20200721,VT,1366
20200721,WA,52290
20200721,WI,47836
20200721,WV,5199
20200721,WY,2238
20200720,AK,2414
20200720,AL,68891
20200720,AR,33927
20200720,AS,0
20200720,AZ,145183
20200720,CA,391538
20200720,CO,40142
20200720,CT,48055
20200720,DC,11339
20200720,DE,13519
20200720,FL,360394
20200720,GA,145575
20200720,GU,319
20200720,HI,1381
20200720,IA,39166
20200720,ID,14873
20200720,IL,163923
20200720,IN,57206
20200720,KS,23334
20200720,KY,23414
20200720,LA,94892
20200720,MA,113789
20200720,MD,78685
20200720,ME,3711
20200720,MI,82395
20200720,MN,47107
20200720,MO,33624
20200720,MP,37
20200720,MS,43889
20200720,MT,2621
20200720,NC,101046
20200720,ND,5120
20200720,NE,22583
20200720,NH,6203
20200720,NJ,176963
20200720,NM,16971
20200720,NV,36713
20200720,NY,407326
20200720,OH,76168
20200720,OK,25433
20200720,OR,14847
20200720,PA,101738
20200720,PR,12461
20200720,RI,17904
20200720,SC,71445
20200720,SD,7943
20200720,TN,79754
20200720,TX,332434
20200720,UT,34526
20200720,VA,78375
20200720,VI,304
20200720,VT,1360
20200720,WA,51206
20200720,WI,46675
20200720,WV,5142
20200720,WY,2187
20200719,AK,2277
20200719,AL,67011
20200719,AR,32533
20200719,AS,0
20200719,AZ,143624
20200719,CA,384692
20200719,CO,39788
20200719,CT,47893
20200719,DC,11261
20200719,DE,13519
20200719,FL,350047
20200719,GA,143123
20200719,GU,315
20200719,HI,1354
20200719,IA,38723
20200719,ID,14302
20200719,IL,162750
20200719,IN,56571
20200719,KS,21965
20200719,KY,23161
20200719,LA,91706
20200719,MA,113534
20200719,MD,78131
20200719,ME,3687
20200719,MI,81868
20200719,MN,46204
20200719,MO,33094
20200719,MP,37
20200719,MS,42638
20200719,MT,2533
20200719,NC,99778
20200719,ND,5013
20200719,NE,22481
20200719,NH,6203
20200719,NJ,176783
20200719,NM,16736
20200719,NV,35765
20200719,NY,406807
20200719,OH,74932
20200719,OK,25265
20200719,OR,14579
20200719,PA,101027
20200719,PR,12063
20200719,RI,17793
20200719,SC,69986
20200719,SD,7906
20200719,TN,78115
20200719,TX,325030
20200719,UT,34117
20200719,VA,77430
20200719,VI,297
20200719,VT,1350
20200719,WA,50216
20200719,WI,45948
20200719,WV,5042
20200719,WY,2126
20200718,AK,2159
20200718,AL,65234
20200718,AR,31762
20200718,AS,0
20200718,AZ,141265
20200718,CA,375363
20200718,CO,39344
20200718,CT,47893
20200718,DC,11194
20200718,DE,13429
20200718,FL,337569
20200718,GA,139872
20200718,GU,315
20200718,HI,1334
20200718,IA,37907
20200718,ID,13752
20200718,IL,161785
20200718,IN,55654
20200718,KS,21965
20200718,KY,22184
20200718,LA,88590
20200718,MA,113238
20200718,MD,77206
20200718,ME,3646
20200718,MI,81338
20200718,MN,45470
20200718,MO,32248
20200718,MP,37
20200718,MS,41846
20200718,MT,2471
20200718,NC,97958
20200718,ND,4900
20200718,NE,22361
20200718,NH,6165
20200718,NJ,176814
20200718,NM,16456
20200718,NV,34477
20200718,NY,406305
20200718,OH,73822
20200718,OK,25056
20200718,OR,14149
20200718,PA,100241
20200718,PR,11453
20200718,RI,17793
20200718,SC,67612
20200718,SD,7862
20200718,TN,76336
20200718,TX,317730
20200718,UT,33332
20200718,VA,76373
20200718,VI,283
20200718,VT,1338
20200718,WA,49882
20200718,WI,45099
20200718,WV,4894
20200718,WY,2108
20200717,AK,2081
20200717,AL,63091
20200717,AR,31762
20200717,AS,0
20200717,AZ,138523
20200717,CA,366164
20200717,CO,38726
20200717,CT,47893
20200717,DC,11115
20200717,DE,13337
20200717,FL,327241
20200717,GA,135183
20200717,GU,314
20200717,HI,1311
20200717,IA,37722
20200717,ID,13133
20200717,IL,160509
20200717,IN,54813
20200717,KS,21965
20200717,KY,21605
20200717,LA,88590
20200717,MA,112879
20200717,MD,76371
20200717,ME,3636
20200717,MI,80593
20200717,MN,45013
20200717,MO,31288
20200717,MP,37
20200717,MS,40829
20200717,MT,2366
20200717,NC,95477
20200717,ND,4784
20200717,NE,22134
20200717,NH,6165
20200717,NJ,176551
20200717,NM,16138
20200717,NV,33295
20200717,NY,405551
20200717,OH,72280
20200717,OK,24140
20200717,OR,13802
20200717,PA,99478
20200717,PR,11120
20200717,RI,17793
20200717,SC,66060
20200717,SD,7789
20200717,TN,73819
20200717,TX,307572
20200717,UT,32572
20200717,VA,75433
20200717,VI,263
20200717,VT,1334
20200717,WA,49358
20200717,WI,44068
20200717,WV,4783
20200717,WY,2069
20200716,AK,2032
20200716,AL,61088
20200716,AR,31114
20200716,AS,0
20200716,AZ,134613
20200716,CA,356178
20200716,CO,38155
20200716,CT,47750
20200716,DC,11076
20200716,DE,13114
20200716,FL,315775
20200716,GA,131275
20200716,GU,314
20200716,HI,1292
20200716,IA,37132
20200716,ID,12445
20200716,IL,159082
20200716,IN,54080
20200716,KS,20933
20200716,KY,21083
20200716,LA,86411
20200716,MA,112581
20200716,MD,75664
20200716,ME,3598
20200716,MI,79839
20200716,MN,44347
20200716,MO,30422
20200716,MP,36
20200716,MS,39797
20200716,MT,2231
20200716,NC,93426
20200716,ND,4662
20200716,NE,21979
20200716,NH,6113
20200716,NJ,176501
20200716,NM,15841
20200716,NV,31915
20200716,NY,404775
20200716,OH,70601
20200716,OK,23441
20200716,OR,13509
20200716,PA,98446
20200716,PR,10574
20200716,RI,17711
20200716,SC,64083
20200716,SD,7694
20200716,TN,71540
20200716,TX,292656
20200716,UT,31845
20200716,VA,74431
20200716,VI,249
20200716,VT,1325
20200716,WA,48480
20200716,WI,43139
20200716,WV,4657
20200716,WY,2026
20200715,AK,1631
20200715,AL,59067
20200715,AR,30297
20200715,AS,0
20200715,AZ,131354
20200715,CA,347634
20200715,CO,37686
20200715,CT,47636
20200715,DC,11026
20200715,DE,13050
20200715,FL,301810
20200715,GA,127834
20200715,GU,313
20200715,HI,1264
20200715,IA,36291
20200715,ID,11718
20200715,IL,157825
20200715,IN,53370
20200715,KS,20933
20200715,KY,20677
20200715,LA,84131
20200715,MA,112347
20200715,MD,75016
20200715,ME,3578
20200715,MI,78913
20200715,MN,43742
20200715,MO,29714
20200715,MP,36
20200715,MS,38567
20200715,MT,2096
20200715,NC,91266
20200715,ND,4559
20200715,NE,21717
20200715,NH,6091
20200715,NJ,176278
20200715,NM,15514
20200715,NV,30468
20200715,NY,404006
20200715,OH,69311
20200715,OK,22813
20200715,OR,13081
20200715,PA,97665
20200715,PR,10379
20200715,RI,17640
20200715,SC,62245
20200715,SD,7652
20200715,TN,69061
20200715,TX,282365
20200715,UT,30891
20200715,VA,73527
20200715,VI,243
20200715,VT,1318
20200715,WA,47655
20200715,WI,42197
20200715,WV,4557
20200715,WY,1985
20200714,AK,1579
20200714,AL,57255
20200714,AR,29733
20200714,AS,0
20200714,AZ,128097
20200714,CA,336508
20200714,CO,37242
20200714,CT,47530
20200714,DC,10946
20200714,DE,12969
20200714,FL,291629
20200714,GA,123963
20200714,GU,312
20200714,HI,1243
20200714,IA,35849
20200714,ID,11402
20200714,IL,156638
20200714,IN,52685
20200714,KS,20058
20200714,KY,20223
20200714,LA,82042
20200714,MA,112130
20200714,MD,74260
20200714,ME,3566
20200714,MI,77864
20200714,MN,43170
20200714,MO,28826
20200714,MP,33
20200714,MS,37542
20200714,MT,1952
20200714,NC,89484
20200714,ND,4487
20200714,NE,21399
20200714,NH,6068
20200714,NJ,175915
20200714,NM,15291
20200714,NV,29619
20200714,NY,403175
20200714,OH,67995
20200714,OK,21738
20200714,OR,12805
20200714,PA,96671
20200714,PR,10123
20200714,RI,17588
20200714,SC,60389
20200714,SD,7572
20200714,TN,66788
20200714,TX,275058
20200714,UT,30478
20200714,VA,72443
20200714,VI,206
20200714,VT,1305
20200714,WA,46693
20200714,WI,41349
20200714,WV,4407
20200714,WY,1951
20200713,AK,1539
20200713,AL,55545
20200713,AR,28939
20200713,AS,0
20200713,AZ,123824
20200713,CA,329162
20200713,CO,36913
20200713,CT,47510
20200713,DC,10906
20200713,DE,12879
20200713,FL,282435
20200713,GA,120569
20200713,GU,312
20200713,HI,1220
20200713,IA,35529
20200713,ID,10902
20200713,IL,155931
20200713,IN,52037
20200713,KS,20058
20200713,KY,19653
20200713,LA,79827
20200713,MA,111827
20200713,MD,73527
20200713,ME,3558
20200713,MI,77198
20200713,MN,42772
20200713,MO,27890
20200713,MP,33
20200713,MS,36680
20200713,MT,1843
20200713,NC,87528
20200713,ND,4433
20200713,NE,21172
20200713,NH,6054
20200713,NJ,175522
20200713,NM,15028
20200713,NV,28515
20200713,NY,402263
20200713,OH,66853
20200713,OK,20745
20200713,OR,12438
20200713,PA,95742
20200713,PR,10010
20200713,RI,17487
20200713,SC,58168
20200713,SD,7524
20200713,TN,65274
20200713,TX,264313
20200713,UT,30030
20200713,VA,71642
20200713,VI,206
20200713,VT,1301
20200713,WA,45745
20200713,WI,40382
20200713,WV,4259
20200713,WY,1862
20200712,AK,1479
20200712,AL,53587
20200712,AR,28367
20200712,AS,0
20200712,AZ,122467
20200712,CA,320804
20200712,CO,36591
20200712,CT,47287
20200712,DC,10847
20200712,DE,12804
20200712,FL,269811
20200712,GA,116926
20200712,GU,312
20200712,HI,1200
20200712,IA,35071
20200712,ID,10505
20200712,IL,155048
20200712,IN,51612
20200712,KS,18611
20200712,KY,19389
20200712,LA,78122
20200712,MA,111597
20200712,MD,73109
20200712,ME,3539
20200712,MI,76776
20200712,MN,42281
20200712,MO,27443
20200712,MP,33
20200712,MS,36287
20200712,MT,1758
20200712,NC,85701
20200712,ND,4331
20200712,NE,20998
20200712,NH,6024
20200712,NJ,175298
20200712,NM,14773
20200712,NV,27683
20200712,NY,401706
20200712,OH,65592
20200712,OK,20235
20200712,OR,12170
20200712,PA,95266
20200712,PR,9654
20200712,RI,17312
20200712,SC,56648
20200712,SD,7499
20200712,TN,61960
20200712,TX,258658
20200712,UT,29484
20200712,VA,70670
20200712,VI,181
20200712,VT,1296
20200712,WA,44675
20200712,WI,39877
20200712,WV,4207
20200712,WY,1862
20200711,AK,1385
20200711,AL,51947
20200711,AR,26803
20200711,AS,0
20200711,AZ,119930
20200711,CA,312344
20200711,CO,36191
20200711,CT,47287
20200711,DC,10801
20200711,DE,12743
20200711,FL,254511
20200711,GA,114401
20200711,GU,312
20200711,HI,1158
20200711,IA,34647
20200711,ID,9928
20200711,IL,154094
20200711,IN,51079
20200711,KS,18611
20200711,KY,19121
20200711,LA,76803
20200711,MA,111398
20200711,MD,72467
20200711,ME,3520
20200711,MI,76370
20200711,MN,41571
20200711,MO,27133
20200711,MP,31
20200711,MS,35419
20200711,MT,1677
20200711,NC,83793
20200711,ND,4240
20200711,NE,20777
20200711,NH,5991
20200711,NJ,174959
20200711,NM,14549
20200711,NV,26838
20200711,NY,401029
20200711,OH,64214
20200711,OK,19779
20200711,OR,11851
20200711,PA,94689
20200711,PR,9366
20200711,RI,17312
20200711,SC,54699
20200711,SD,7454
20200711,TN,61006
20200711,TX,250462
20200711,UT,28855
20200711,VA,69782
20200711,VI,167
20200711,VT,1283
20200711,WA,44341
20200711,WI,39080
20200711,WV,4074
20200711,WY,1839
20200710,AK,1323
20200710,AL,50508
20200710,AR,26803
20200710,AS,0
20200710,AZ,116892
20200710,CA,304297
20200710,CO,35525
20200710,CT,47287
20200710,DC,10743
20200710,DE,12652
20200710,FL,244151
20200710,GA,111211
20200710,GU,310
20200710,HI,1130
20200710,IA,33984
20200710,ID,9428
20200710,IL,152899
20200710,IN,50300
20200710,KS,18611
20200710,KY,18670
20200710,LA,74636
20200710,MA,111110
20200710,MD,71910
20200710,ME,3499
20200710,MI,75685
20200710,MN,40767
20200710,MO,25999
20200710,MP,31
20200710,MS,34622
20200710,MT,1593
20200710,NC,81331
20200710,ND,4152
20200710,NE,20623
20200710,NH,5973
20200710,NJ,174628
20200710,NM,14251
20200710,NV,25908
20200710,NY,400299
20200710,OH,62856
20200710,OK,19092
20200710,OR,11454
20200710,PA,93876
20200710,PR,9137
20200710,RI,17312
20200710,SC,52419
20200710,SD,7401
20200710,TN,59546
20200710,TX,240111
20200710,UT,28223
20200710,VA,68931
20200710,VI,153
20200710,VT,1277
20200710,WA,43815
20200710,WI,38099
20200710,WV,3983
20200710,WY,1790
20200709,AK,1272
20200709,AL,49174
20200709,AR,26052
20200709,AS,0
20200709,AZ,112671
20200709,CA,296499
20200709,CO,35116
20200709,CT,47209
20200709,DC,10679
20200709,DE,12531
20200709,FL,232718
20200709,GA,106727
20200709,GU,309
20200709,HI,1094
20200709,IA,33240
20200709,ID,8969
20200709,IL,151572
20200709,IN,49575
20200709,KS,17618
20200709,KY,18245
20200709,LA,71994
20200709,MA,110897
20200709,MD,71447
20200709,ME,3486
20200709,MI,75063
20200709,MN,40163
20200709,MO,25999
20200709,MP,31
20200709,MS,33591
20200709,MT,1466
20200709,NC,79349
20200709,ND,4068
20200709,NE,20425
20200709,NH,5952
20200709,NJ,174240
20200709,NM,14017
20200709,NV,24904
20200709,NY,399513
20200709,OH,61331
20200709,OK,18496
20200709,OR,11188
20200709,PA,92867
20200709,PR,8862
20200709,RI,17243
20200709,SC,50691
20200709,SD,7336
20200709,TN,57591
20200709,TX,230346
20200709,UT,27356
20200709,VA,67988
20200709,VI,144
20200709,VT,1272
20200709,WA,42974
20200709,WI,37210
20200709,WV,3826
20200709,WY,1774
20200708,AK,1226
20200708,AL,46962
20200708,AR,24512
20200708,AS,0
20200708,AZ,108614
20200708,CA,289468
20200708,CO,34664
20200708,CT,47108
20200708,DC,10642
20200708,DE,12462
20200708,FL,223783
20200708,GA,103890
20200708,GU,307
20200708,HI,1071
20200708,IA,32509
20200708,ID,8539
20200708,IL,150554
20200708,IN,49063
20200708,KS,17618
20200708,KY,17919
20200708,LA,70151
20200708,MA,110602
20200708,MD,70861
20200708,ME,3460
20200708,MI,74551
20200708,MN,39589
20200708,MO,25204
20200708,MP,31
20200708,MS,32888
20200708,MT,1371
20200708,NC,77310
20200708,ND,3969
20200708,NE,20201
20200708,NH,5932
20200708,NJ,174039
20200708,NM,13727
20200708,NV,24301
20200708,NY,398929
20200708,OH,60181
20200708,OK,17893
20200708,OR,10817
20200708,PA,92148
20200708,PR,8745
20200708,RI,17204
20200708,SC,48909
20200708,SD,7242
20200708,TN,55986
20200708,TX,220564
20200708,UT,26755
20200708,VA,67375
20200708,VI,122
20200708,VT,1256
20200708,WA,42132
20200708,WI,36410
20200708,WV,3707
20200708,WY,1740
20200707,AK,1184
20200707,AL,45785
20200707,AR,24512
20200707,AS,0
20200707,AZ,105094
20200707,CA,277774
20200707,CO,34257
20200707,CT,47033
20200707,DC,10569
20200707,DE,12414
20200707,FL,213794
20200707,GA,100470
20200707,GU,303
20200707,HI,1030
20200707,IA,32029
20200707,ID,8052
20200707,IL,149574
20200707,IN,48626
20200707,KS,16901
20200707,KY,17519
20200707,LA,68263
20200707,MA,110338
20200707,MD,70396
20200707,ME,3440
20200707,MI,73900
20200707,MN,39133
20200707,MO,24629
20200707,MP,31
20200707,MS,32214
20200707,MT,1327
20200707,NC,75875
20200707,ND,3896
20200707,NE,20046
20200707,NH,5914
20200707,NJ,173878
20200707,NM,13507
20200707,NV,23785
20200707,NY,398237
20200707,OH,58904
20200707,OK,17220
20200707,OR,10605
20200707,PA,91299
20200707,PR,8714
20200707,RI,17204
20200707,SC,47352
20200707,SD,7163
20200707,TN,53514
20200707,TX,210585
20200707,UT,26033
20200707,VA,66740
20200707,VI,116
20200707,VT,1254
20200707,WA,41172
20200707,WI,35765
20200707,WV,3461
20200707,WY,1711
20200706,AK,1138
20200706,AL,44878
20200706,AR,24253
20200706,AS,0
20200706,AZ,101441
20200706,CA,271684
20200706,CO,34065
20200706,CT,46976
20200706,DC,10515
20200706,DE,12293
20200706,FL,206447
20200706,GA,97064
20200706,GU,301
20200706,HI,1023
20200706,IA,31657
20200706,ID,7733
20200706,IL,148987
20200706,IN,48331
20200706,KS,16901
20200706,KY,17152
20200706,LA,66327
20200706,MA,110137
20200706,MD,69904
20200706,ME,3423
20200706,MI,73269
20200706,MN,38569
20200706,MO,23856
20200706,MP,31
20200706,MS,31257
20200706,MT,1249
20200706,NC,74529
20200706,ND,3845
20200706,NE,19929
20200706,NH,5897
20200706,NJ,173611
20200706,NM,13256
20200706,NV,22909
20200706,NY,397649
20200706,OH,57956
20200706,OK,16362
20200706,OR,10395
20200706,PA,90304
20200706,PR,8585
20200706,RI,17163
20200706,SC,46380
20200706,SD,7105
20200706,TN,52155
20200706,TX,200557
20200706,UT,25469
20200706,VA,66102
20200706,VI,112
20200706,VT,1251
20200706,WA,40125
20200706,WI,35230
20200706,WV,3442
20200706,WY,1634
20200705,AK,1138
20200705,AL,43953
20200705,AR,23209
20200705,AS,0
20200705,AZ,98089
20200705,CA,265985
20200705,CO,33866
20200705,CT,46717
20200705,DC,10482
20200705,DE,12128
20200705,FL,200111
20200705,GA,95516
20200705,GU,288
20200705,HI,999
20200705,IA,31353
20200705,ID,7370
20200705,IL,148373
20200705,IN,48008
20200705,KS,15919
20200705,KY,16376
20200705,LA,65226
20200705,MA,109974
20200705,MD,69632
20200705,ME,3415
20200705,MI,72941
20200705,MN,38136
20200705,MO,23436
20200705,MP,31
20200705,MS,30900
20200705,MT,1212
20200705,NC,72983
20200705,ND,3812
20200705,NE,19827
20200705,NH,5857
20200705,NJ,173402
20200705,NM,13063
20200705,NV,22418
20200705,NY,397131
20200705,OH,57151
20200705,OK,15928
20200705,OR,10230
20200705,PA,89854
20200705,PR,7916
20200705,RI,17108
20200705,SC,44847
20200705,SD,7063
20200705,TN,51431
20200705,TX,195239
20200705,UT,24952
20200705,VA,65748
20200705,VI,111
20200705,VT,1249
20200705,WA,39156
20200705,WI,34740
20200705,WV,3262
20200705,WY,1634
20200704,AK,1111
20200704,AL,42862
20200704,AR,23209
20200704,AS,0
20200704,AZ,94553
20200704,CA,257388
20200704,CO,33619
20200704,CT,46717
20200704,DC,10447
20200704,DE,11996
20200704,FL,190052
20200704,GA,93319
20200704,GU,288
20200704,HI,975
20200704,IA,31041
20200704,ID,6994
20200704,IL,147734
20200704,IN,47432
20200704,KS,15919
20200704,KY,16376
20200704,LA,63289
20200704,MA,109838
20200704,MD,69341
20200704,ME,3397
20200704,MI,72581
20200704,MN,37624
20200704,MO,23215
20200704,MP,31
20200704,MS,30674
20200704,MT,1167
20200704,NC,71654
20200704,ND,3776
20200704,NE,19660
20200704,NH,5857
20200704,NJ,173033
20200704,NM,12776
20200704,NV,21575
20200704,NY,396598
20200704,OH,56183
20200704,OK,15645
20200704,OR,9930
20200704,PA,89375
20200704,PR,7787
20200704,RI,17084
20200704,SC,43386
20200704,SD,7028
20200704,TN,50140
20200704,TX,191790
20200704,UT,24542
20200704,VA,65109
20200704,VI,111
20200704,VT,1238
20200704,WA,38863
20200704,WI,34207
20200704,WV,3141
20200704,WY,1606
20200703,AK,1063
20200703,AL,41865
20200703,AR,22622
20200703,AS,0
20200703,AZ,91858
